disease,nps,amr,smr,actionability,rq,monthly_share_region,cases_domestic,region_factor,month_factor,pnps_raw,pnps_0_100,personalized_rank,selected_region,selected_month
말라리아,100.0,7.920406170340733,15.64376324228869,0.8,1.0467767176962872,0.3017241379310345,35.0,1.0467767176962872,0.3017241379310345,31.583780275319008,100.0,1,강원,7
신증후군출혈열,78.56130996243154,1.6165049614374098,16.037334842411425,1.0,1.7303130477608477,0.1893491124260355,32.0,1.7303130477608477,0.1893491124260355,25.739296506921573,81.49530006398703,2,강원,7
A형간염,18.759219246168705,0.46927495054036744,0.5940537098960902,0.8,0.660196713622895,0.11729857819905214,99.0,0.660196713622895,0.11729857819905214,1.4527164866691258,4.599564947595408,3,강원,7
쯔쯔가무시증,85.37596629626005,0.1860883792539626,1.780704041807872,0.8,0.7059019705675329,0.30092204526404026,359.0,0.7059019705675329,0.30092204526404026,18.135687814167454,100.0,1,충북,10
신증후군출혈열,78.56130996243154,1.6165049614374098,16.037334842411425,1.0,1.4028232289374272,0.13380281690140844,19.0,1.4028232289374272,0.13380281690140844,14.746091406408402,81.30979953729063,2,충북,10
일본뇌염,37.15227842099471,0.2046747246274748,0.906064115390476,1.0,1.3456071406679722,0.16666666666666666,1.0,1.3456071406679722,0.16666666666666666,8.332061855895848,45.942905178302134,3,충북,10
쯔쯔가무시증,85.37596629626005,0.1860883792539626,1.780704041807872,0.8,4.6062615761864505,0.5090749092509075,4628.0,4.6062615761864505,0.5090749092509075,200.2008519519752,100.0,1,전남,11
신증후군출혈열,78.56130996243154,1.6165049614374098,16.037334842411425,1.0,4.65275604487276,0.24909090909090909,137.0,4.65275604487276,0.24909090909090909,91.04935553718754,45.479005033919,2,전남,11
백일해,23.00992589495941,0.025006284347791903,0.15101068589841266,0.8,1.4646660539927547,0.14285714285714285,18.0,1.4646660539927547,0.14285714285714285,4.8145510518908425,2.4048604213960947,3,전남,11
