year,age_band,sex,disease_class,disease,cases,source_file
2017,35~39세,male,제2급,유행성이하선염,165,2017_기본통계_성별_연령별.xlsx
2017,35~39세,female,제2급,유행성이하선염,158,2017_기본통계_성별_연령별.xlsx
2017,40~44세,all,제2급,유행성이하선염,224,2017_기본통계_성별_연령별.xlsx
2017,40~44세,male,제2급,유행성이하선염,107,2017_기본통계_성별_연령별.xlsx
2017,40~44세,female,제2급,유행성이하선염,117,2017_기본통계_성별_연령별.xlsx
2017,45~49세,all,제2급,유행성이하선염,205,2017_기본통계_성별_연령별.xlsx
2017,45~49세,male,제2급,유행성이하선염,96,2017_기본통계_성별_연령별.xlsx
2017,45~49세,female,제2급,유행성이하선염,109,2017_기본통계_성별_연령별.xlsx
2017,50~54세,all,제2급,유행성이하선염,157,2017_기본통계_성별_연령별.xlsx
2017,50~54세,male,제2급,유행성이하선염,77,2017_기본통계_성별_연령별.xlsx
2017,50~54세,female,제2급,유행성이하선염,80,2017_기본통계_성별_연령별.xlsx
2017,55~59세,all,제2급,유행성이하선염,144,2017_기본통계_성별_연령별.xlsx
2017,55~59세,male,제2급,유행성이하선염,59,2017_기본통계_성별_연령별.xlsx
2017,55~59세,female,제2급,유행성이하선염,85,2017_기본통계_성별_연령별.xlsx
2017,60~64세,all,제2급,유행성이하선염,80,2017_기본통계_성별_연령별.xlsx
2017,60~64세,male,제2급,유행성이하선염,33,2017_기본통계_성별_연령별.xlsx
2017,60~64세,female,제2급,유행성이하선염,47,2017_기본통계_성별_연령별.xlsx
2017,65세이상,all,제2급,유행성이하선염,118,2017_기본통계_성별_연령별.xlsx
2017,65세이상,male,제2급,유행성이하선염,43,2017_기본통계_성별_연령별.xlsx
2017,65세이상,female,제2급,유행성이하선염,75,2017_기본통계_성별_연령별.xlsx
2017,연령미상,all,제2급,유행성이하선염,0,2017_기본통계_성별_연령별.xlsx
2017,연령미상,male,제2급,유행성이하선염,0,2017_기본통계_성별_연령별.xlsx
2017,연령미상,female,제2급,유행성이하선염,0,2017_기본통계_성별_연령별.xlsx
2017,all,all,제3급,일본뇌염,9,2017_기본통계_성별_연령별.xlsx
2017,all,male,제3급,일본뇌염,3,2017_기본통계_성별_연령별.xlsx
2017,all,female,제3급,일본뇌염,6,2017_기본통계_성별_연령별.xlsx
2017,0~4세,all,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,0~4세,male,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,0~4세,female,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,5~9세,all,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,5~9세,male,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,5~9세,female,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,10~14세,all,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,10~14세,male,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,10~14세,female,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,15~19세,all,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,15~19세,male,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,15~19세,female,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,20~24세,all,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,20~24세,male,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,20~24세,female,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,25~29세,all,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,25~29세,male,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,25~29세,female,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,30~34세,all,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,30~34세,male,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,30~34세,female,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,35~39세,all,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,35~39세,male,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,35~39세,female,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,40~44세,all,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,40~44세,male,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,40~44세,female,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,45~49세,all,제3급,일본뇌염,2,2017_기본통계_성별_연령별.xlsx
2017,45~49세,male,제3급,일본뇌염,1,2017_기본통계_성별_연령별.xlsx
2017,45~49세,female,제3급,일본뇌염,1,2017_기본통계_성별_연령별.xlsx
2017,50~54세,all,제3급,일본뇌염,1,2017_기본통계_성별_연령별.xlsx
2017,50~54세,male,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,50~54세,female,제3급,일본뇌염,1,2017_기본통계_성별_연령별.xlsx
2017,55~59세,all,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,55~59세,male,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,55~59세,female,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,60~64세,all,제3급,일본뇌염,2,2017_기본통계_성별_연령별.xlsx
2017,60~64세,male,제3급,일본뇌염,1,2017_기본통계_성별_연령별.xlsx
2017,60~64세,female,제3급,일본뇌염,1,2017_기본통계_성별_연령별.xlsx
2017,65세이상,all,제3급,일본뇌염,4,2017_기본통계_성별_연령별.xlsx
2017,65세이상,male,제3급,일본뇌염,1,2017_기본통계_성별_연령별.xlsx
2017,65세이상,female,제3급,일본뇌염,3,2017_기본통계_성별_연령별.xlsx
2017,연령미상,all,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,연령미상,male,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,연령미상,female,제3급,일본뇌염,0,2017_기본통계_성별_연령별.xlsx
2017,all,all,제3급,말라리아,515,2017_기본통계_성별_연령별.xlsx
2017,all,male,제3급,말라리아,400,2017_기본통계_성별_연령별.xlsx
2017,all,female,제3급,말라리아,115,2017_기본통계_성별_연령별.xlsx
2017,0~4세,all,제3급,말라리아,2,2017_기본통계_성별_연령별.xlsx
2017,0~4세,male,제3급,말라리아,0,2017_기본통계_성별_연령별.xlsx
2017,0~4세,female,제3급,말라리아,2,2017_기본통계_성별_연령별.xlsx
2017,5~9세,all,제3급,말라리아,3,2017_기본통계_성별_연령별.xlsx
2017,5~9세,male,제3급,말라리아,0,2017_기본통계_성별_연령별.xlsx
2017,5~9세,female,제3급,말라리아,3,2017_기본통계_성별_연령별.xlsx
2017,10~14세,all,제3급,말라리아,4,2017_기본통계_성별_연령별.xlsx
2017,10~14세,male,제3급,말라리아,3,2017_기본통계_성별_연령별.xlsx
2017,10~14세,female,제3급,말라리아,1,2017_기본통계_성별_연령별.xlsx
2017,15~19세,all,제3급,말라리아,16,2017_기본통계_성별_연령별.xlsx
2017,15~19세,male,제3급,말라리아,12,2017_기본통계_성별_연령별.xlsx
2017,15~19세,female,제3급,말라리아,4,2017_기본통계_성별_연령별.xlsx
2017,20~24세,all,제3급,말라리아,165,2017_기본통계_성별_연령별.xlsx
2017,20~24세,male,제3급,말라리아,154,2017_기본통계_성별_연령별.xlsx
2017,20~24세,female,제3급,말라리아,11,2017_기본통계_성별_연령별.xlsx
2017,25~29세,all,제3급,말라리아,42,2017_기본통계_성별_연령별.xlsx
2017,25~29세,male,제3급,말라리아,34,2017_기본통계_성별_연령별.xlsx
2017,25~29세,female,제3급,말라리아,8,2017_기본통계_성별_연령별.xlsx
2017,30~34세,all,제3급,말라리아,29,2017_기본통계_성별_연령별.xlsx
2017,30~34세,male,제3급,말라리아,21,2017_기본통계_성별_연령별.xlsx
2017,30~34세,female,제3급,말라리아,8,2017_기본통계_성별_연령별.xlsx
2017,35~39세,all,제3급,말라리아,29,2017_기본통계_성별_연령별.xlsx
2017,35~39세,male,제3급,말라리아,26,2017_기본통계_성별_연령별.xlsx
2017,35~39세,female,제3급,말라리아,3,2017_기본통계_성별_연령별.xlsx
2017,40~44세,all,제3급,말라리아,41,2017_기본통계_성별_연령별.xlsx
2017,40~44세,male,제3급,말라리아,28,2017_기본통계_성별_연령별.xlsx
2017,40~44세,female,제3급,말라리아,13,2017_기본통계_성별_연령별.xlsx
2017,45~49세,all,제3급,말라리아,44,2017_기본통계_성별_연령별.xlsx
2017,45~49세,male,제3급,말라리아,29,2017_기본통계_성별_연령별.xlsx
2017,45~49세,female,제3급,말라리아,15,2017_기본통계_성별_연령별.xlsx
2017,50~54세,all,제3급,말라리아,48,2017_기본통계_성별_연령별.xlsx
2017,50~54세,male,제3급,말라리아,39,2017_기본통계_성별_연령별.xlsx
2017,50~54세,female,제3급,말라리아,9,2017_기본통계_성별_연령별.xlsx
2017,55~59세,all,제3급,말라리아,35,2017_기본통계_성별_연령별.xlsx
2017,55~59세,male,제3급,말라리아,25,2017_기본통계_성별_연령별.xlsx
2017,55~59세,female,제3급,말라리아,10,2017_기본통계_성별_연령별.xlsx
2017,60~64세,all,제3급,말라리아,23,2017_기본통계_성별_연령별.xlsx
2017,60~64세,male,제3급,말라리아,15,2017_기본통계_성별_연령별.xlsx
2017,60~64세,female,제3급,말라리아,8,2017_기본통계_성별_연령별.xlsx
2017,65세이상,all,제3급,말라리아,34,2017_기본통계_성별_연령별.xlsx
2017,65세이상,male,제3급,말라리아,14,2017_기본통계_성별_연령별.xlsx
2017,65세이상,female,제3급,말라리아,20,2017_기본통계_성별_연령별.xlsx
2017,연령미상,all,제3급,말라리아,0,2017_기본통계_성별_연령별.xlsx
2017,연령미상,male,제3급,말라리아,0,2017_기본통계_성별_연령별.xlsx
2017,연령미상,female,제3급,말라리아,0,2017_기본통계_성별_연령별.xlsx
2017,all,all,제3급,쯔쯔가무시증,10528,2017_기본통계_성별_연령별.xlsx
2017,all,male,제3급,쯔쯔가무시증,4201,2017_기본통계_성별_연령별.xlsx
2017,all,female,제3급,쯔쯔가무시증,6327,2017_기본통계_성별_연령별.xlsx
2017,0~4세,all,제3급,쯔쯔가무시증,43,2017_기본통계_성별_연령별.xlsx
2017,0~4세,male,제3급,쯔쯔가무시증,19,2017_기본통계_성별_연령별.xlsx
2017,0~4세,female,제3급,쯔쯔가무시증,24,2017_기본통계_성별_연령별.xlsx
2017,5~9세,all,제3급,쯔쯔가무시증,46,2017_기본통계_성별_연령별.xlsx
2017,5~9세,male,제3급,쯔쯔가무시증,28,2017_기본통계_성별_연령별.xlsx
2017,5~9세,female,제3급,쯔쯔가무시증,18,2017_기본통계_성별_연령별.xlsx
2017,10~14세,all,제3급,쯔쯔가무시증,44,2017_기본통계_성별_연령별.xlsx
2017,10~14세,male,제3급,쯔쯔가무시증,28,2017_기본통계_성별_연령별.xlsx
2017,10~14세,female,제3급,쯔쯔가무시증,16,2017_기본통계_성별_연령별.xlsx
2017,15~19세,all,제3급,쯔쯔가무시증,51,2017_기본통계_성별_연령별.xlsx
2017,15~19세,male,제3급,쯔쯔가무시증,27,2017_기본통계_성별_연령별.xlsx
2017,15~19세,female,제3급,쯔쯔가무시증,24,2017_기본통계_성별_연령별.xlsx
2017,20~24세,all,제3급,쯔쯔가무시증,118,2017_기본통계_성별_연령별.xlsx
2017,20~24세,male,제3급,쯔쯔가무시증,78,2017_기본통계_성별_연령별.xlsx
2017,20~24세,female,제3급,쯔쯔가무시증,40,2017_기본통계_성별_연령별.xlsx
2017,25~29세,all,제3급,쯔쯔가무시증,99,2017_기본통계_성별_연령별.xlsx
2017,25~29세,male,제3급,쯔쯔가무시증,63,2017_기본통계_성별_연령별.xlsx
2017,25~29세,female,제3급,쯔쯔가무시증,36,2017_기본통계_성별_연령별.xlsx
2017,30~34세,all,제3급,쯔쯔가무시증,137,2017_기본통계_성별_연령별.xlsx
2017,30~34세,male,제3급,쯔쯔가무시증,87,2017_기본통계_성별_연령별.xlsx
2017,30~34세,female,제3급,쯔쯔가무시증,50,2017_기본통계_성별_연령별.xlsx
2017,35~39세,all,제3급,쯔쯔가무시증,188,2017_기본통계_성별_연령별.xlsx
2017,35~39세,male,제3급,쯔쯔가무시증,100,2017_기본통계_성별_연령별.xlsx
2017,35~39세,female,제3급,쯔쯔가무시증,88,2017_기본통계_성별_연령별.xlsx
2017,40~44세,all,제3급,쯔쯔가무시증,267,2017_기본통계_성별_연령별.xlsx
2017,40~44세,male,제3급,쯔쯔가무시증,149,2017_기본통계_성별_연령별.xlsx
2017,40~44세,female,제3급,쯔쯔가무시증,118,2017_기본통계_성별_연령별.xlsx
2017,45~49세,all,제3급,쯔쯔가무시증,487,2017_기본통계_성별_연령별.xlsx
2017,45~49세,male,제3급,쯔쯔가무시증,239,2017_기본통계_성별_연령별.xlsx
2017,45~49세,female,제3급,쯔쯔가무시증,248,2017_기본통계_성별_연령별.xlsx
2017,50~54세,all,제3급,쯔쯔가무시증,795,2017_기본통계_성별_연령별.xlsx
2017,50~54세,male,제3급,쯔쯔가무시증,347,2017_기본통계_성별_연령별.xlsx
2017,50~54세,female,제3급,쯔쯔가무시증,448,2017_기본통계_성별_연령별.xlsx
2017,55~59세,all,제3급,쯔쯔가무시증,1335,2017_기본통계_성별_연령별.xlsx
2017,55~59세,male,제3급,쯔쯔가무시증,537,2017_기본통계_성별_연령별.xlsx
2017,55~59세,female,제3급,쯔쯔가무시증,798,2017_기본통계_성별_연령별.xlsx
2017,60~64세,all,제3급,쯔쯔가무시증,1358,2017_기본통계_성별_연령별.xlsx
2017,60~64세,male,제3급,쯔쯔가무시증,559,2017_기본통계_성별_연령별.xlsx
2017,60~64세,female,제3급,쯔쯔가무시증,799,2017_기본통계_성별_연령별.xlsx
2017,65세이상,all,제3급,쯔쯔가무시증,5560,2017_기본통계_성별_연령별.xlsx
2017,65세이상,male,제3급,쯔쯔가무시증,1940,2017_기본통계_성별_연령별.xlsx
2017,65세이상,female,제3급,쯔쯔가무시증,3620,2017_기본통계_성별_연령별.xlsx
2017,연령미상,all,제3급,쯔쯔가무시증,0,2017_기본통계_성별_연령별.xlsx
2017,연령미상,male,제3급,쯔쯔가무시증,0,2017_기본통계_성별_연령별.xlsx
2017,연령미상,female,제3급,쯔쯔가무시증,0,2017_기본통계_성별_연령별.xlsx
2017,all,all,제3급,신증후군출혈열,531,2017_기본통계_성별_연령별.xlsx
2017,all,male,제3급,신증후군출혈열,335,2017_기본통계_성별_연령별.xlsx
2017,all,female,제3급,신증후군출혈열,196,2017_기본통계_성별_연령별.xlsx
2017,0~4세,all,제3급,신증후군출혈열,0,2017_기본통계_성별_연령별.xlsx
2017,0~4세,male,제3급,신증후군출혈열,0,2017_기본통계_성별_연령별.xlsx
2017,0~4세,female,제3급,신증후군출혈열,0,2017_기본통계_성별_연령별.xlsx
2017,5~9세,all,제3급,신증후군출혈열,0,2017_기본통계_성별_연령별.xlsx
2017,5~9세,male,제3급,신증후군출혈열,0,2017_기본통계_성별_연령별.xlsx
2017,5~9세,female,제3급,신증후군출혈열,0,2017_기본통계_성별_연령별.xlsx
2017,10~14세,all,제3급,신증후군출혈열,1,2017_기본통계_성별_연령별.xlsx
2017,10~14세,male,제3급,신증후군출혈열,1,2017_기본통계_성별_연령별.xlsx
2017,10~14세,female,제3급,신증후군출혈열,0,2017_기본통계_성별_연령별.xlsx
2017,15~19세,all,제3급,신증후군출혈열,6,2017_기본통계_성별_연령별.xlsx
2017,15~19세,male,제3급,신증후군출혈열,6,2017_기본통계_성별_연령별.xlsx
2017,15~19세,female,제3급,신증후군출혈열,0,2017_기본통계_성별_연령별.xlsx
2017,20~24세,all,제3급,신증후군출혈열,27,2017_기본통계_성별_연령별.xlsx
2017,20~24세,male,제3급,신증후군출혈열,25,2017_기본통계_성별_연령별.xlsx
2017,20~24세,female,제3급,신증후군출혈열,2,2017_기본통계_성별_연령별.xlsx
2017,25~29세,all,제3급,신증후군출혈열,14,2017_기본통계_성별_연령별.xlsx
2017,25~29세,male,제3급,신증후군출혈열,12,2017_기본통계_성별_연령별.xlsx
2017,25~29세,female,제3급,신증후군출혈열,2,2017_기본통계_성별_연령별.xlsx
2017,30~34세,all,제3급,신증후군출혈열,20,2017_기본통계_성별_연령별.xlsx
2017,30~34세,male,제3급,신증후군출혈열,17,2017_기본통계_성별_연령별.xlsx
2017,30~34세,female,제3급,신증후군출혈열,3,2017_기본통계_성별_연령별.xlsx
2017,35~39세,all,제3급,신증후군출혈열,12,2017_기본통계_성별_연령별.xlsx
2017,35~39세,male,제3급,신증후군출혈열,11,2017_기본통계_성별_연령별.xlsx
2017,35~39세,female,제3급,신증후군출혈열,1,2017_기본통계_성별_연령별.xlsx
2017,40~44세,all,제3급,신증후군출혈열,9,2017_기본통계_성별_연령별.xlsx
2017,40~44세,male,제3급,신증후군출혈열,6,2017_기본통계_성별_연령별.xlsx
2017,40~44세,female,제3급,신증후군출혈열,3,2017_기본통계_성별_연령별.xlsx
2017,45~49세,all,제3급,신증후군출혈열,19,2017_기본통계_성별_연령별.xlsx
2017,45~49세,male,제3급,신증후군출혈열,13,2017_기본통계_성별_연령별.xlsx
2017,45~49세,female,제3급,신증후군출혈열,6,2017_기본통계_성별_연령별.xlsx
2017,50~54세,all,제3급,신증후군출혈열,34,2017_기본통계_성별_연령별.xlsx
2017,50~54세,male,제3급,신증후군출혈열,25,2017_기본통계_성별_연령별.xlsx
2017,50~54세,female,제3급,신증후군출혈열,9,2017_기본통계_성별_연령별.xlsx
2017,55~59세,all,제3급,신증후군출혈열,44,2017_기본통계_성별_연령별.xlsx
2017,55~59세,male,제3급,신증후군출혈열,24,2017_기본통계_성별_연령별.xlsx
2017,55~59세,female,제3급,신증후군출혈열,20,2017_기본통계_성별_연령별.xlsx
2017,60~64세,all,제3급,신증후군출혈열,51,2017_기본통계_성별_연령별.xlsx
2017,60~64세,male,제3급,신증후군출혈열,30,2017_기본통계_성별_연령별.xlsx
2017,60~64세,female,제3급,신증후군출혈열,21,2017_기본통계_성별_연령별.xlsx
2017,65세이상,all,제3급,신증후군출혈열,294,2017_기본통계_성별_연령별.xlsx
2017,65세이상,male,제3급,신증후군출혈열,165,2017_기본통계_성별_연령별.xlsx
2017,65세이상,female,제3급,신증후군출혈열,129,2017_기본통계_성별_연령별.xlsx
2017,연령미상,all,제3급,신증후군출혈열,0,2017_기본통계_성별_연령별.xlsx
2017,연령미상,male,제3급,신증후군출혈열,0,2017_기본통계_성별_연령별.xlsx
2017,연령미상,female,제3급,신증후군출혈열,0,2017_기본통계_성별_연령별.xlsx
2018,all,all,제2급,수두,96467,2018_기본통계_성별_연령별.xlsx
2018,all,male,제2급,수두,50589,2018_기본통계_성별_연령별.xlsx
2018,all,female,제2급,수두,45878,2018_기본통계_성별_연령별.xlsx
2018,0~4세,all,제2급,수두,23335,2018_기본통계_성별_연령별.xlsx
2018,0~4세,male,제2급,수두,12293,2018_기본통계_성별_연령별.xlsx
2018,0~4세,female,제2급,수두,11042,2018_기본통계_성별_연령별.xlsx
2018,5~9세,all,제2급,수두,50178,2018_기본통계_성별_연령별.xlsx
2018,5~9세,male,제2급,수두,26596,2018_기본통계_성별_연령별.xlsx
2018,5~9세,female,제2급,수두,23582,2018_기본통계_성별_연령별.xlsx
2018,10~14세,all,제2급,수두,16370,2018_기본통계_성별_연령별.xlsx
2018,10~14세,male,제2급,수두,8535,2018_기본통계_성별_연령별.xlsx
2018,10~14세,female,제2급,수두,7835,2018_기본통계_성별_연령별.xlsx
2018,15~19세,all,제2급,수두,2007,2018_기본통계_성별_연령별.xlsx
2018,15~19세,male,제2급,수두,1179,2018_기본통계_성별_연령별.xlsx
2018,15~19세,female,제2급,수두,828,2018_기본통계_성별_연령별.xlsx
2018,20~24세,all,제2급,수두,1016,2018_기본통계_성별_연령별.xlsx
2018,20~24세,male,제2급,수두,441,2018_기본통계_성별_연령별.xlsx
2018,20~24세,female,제2급,수두,575,2018_기본통계_성별_연령별.xlsx
2018,25~29세,all,제2급,수두,935,2018_기본통계_성별_연령별.xlsx
2018,25~29세,male,제2급,수두,368,2018_기본통계_성별_연령별.xlsx
2018,25~29세,female,제2급,수두,567,2018_기본통계_성별_연령별.xlsx
2018,30~34세,all,제2급,수두,645,2018_기본통계_성별_연령별.xlsx
2018,30~34세,male,제2급,수두,247,2018_기본통계_성별_연령별.xlsx
2018,30~34세,female,제2급,수두,398,2018_기본통계_성별_연령별.xlsx
2018,35~39세,all,제2급,수두,676,2018_기본통계_성별_연령별.xlsx
2018,35~39세,male,제2급,수두,299,2018_기본통계_성별_연령별.xlsx
2018,35~39세,female,제2급,수두,377,2018_기본통계_성별_연령별.xlsx
2018,40~44세,all,제2급,수두,462,2018_기본통계_성별_연령별.xlsx
2018,40~44세,male,제2급,수두,232,2018_기본통계_성별_연령별.xlsx
2018,40~44세,female,제2급,수두,230,2018_기본통계_성별_연령별.xlsx
2018,45~49세,all,제2급,수두,254,2018_기본통계_성별_연령별.xlsx
2018,45~49세,male,제2급,수두,139,2018_기본통계_성별_연령별.xlsx
2018,45~49세,female,제2급,수두,115,2018_기본통계_성별_연령별.xlsx
2018,50~54세,all,제2급,수두,164,2018_기본통계_성별_연령별.xlsx
2018,50~54세,male,제2급,수두,71,2018_기본통계_성별_연령별.xlsx
2018,50~54세,female,제2급,수두,93,2018_기본통계_성별_연령별.xlsx
2018,55~59세,all,제2급,수두,129,2018_기본통계_성별_연령별.xlsx
2018,55~59세,male,제2급,수두,52,2018_기본통계_성별_연령별.xlsx
2018,55~59세,female,제2급,수두,77,2018_기본통계_성별_연령별.xlsx
2018,60~64세,all,제2급,수두,102,2018_기본통계_성별_연령별.xlsx
2018,60~64세,male,제2급,수두,51,2018_기본통계_성별_연령별.xlsx
2018,60~64세,female,제2급,수두,51,2018_기본통계_성별_연령별.xlsx
2018,65세이상,all,제2급,수두,194,2018_기본통계_성별_연령별.xlsx
2018,65세이상,male,제2급,수두,86,2018_기본통계_성별_연령별.xlsx
2018,65세이상,female,제2급,수두,108,2018_기본통계_성별_연령별.xlsx
2018,연령미상,all,제2급,수두,0,2018_기본통계_성별_연령별.xlsx
2018,연령미상,male,제2급,수두,0,2018_기본통계_성별_연령별.xlsx
2018,연령미상,female,제2급,수두,0,2018_기본통계_성별_연령별.xlsx
2018,all,all,제2급,A형간염,2437,2018_기본통계_성별_연령별.xlsx
2018,all,male,제2급,A형간염,1358,2018_기본통계_성별_연령별.xlsx
2018,all,female,제2급,A형간염,1079,2018_기본통계_성별_연령별.xlsx
2018,0~4세,all,제2급,A형간염,15,2018_기본통계_성별_연령별.xlsx
2018,0~4세,male,제2급,A형간염,6,2018_기본통계_성별_연령별.xlsx
2018,0~4세,female,제2급,A형간염,9,2018_기본통계_성별_연령별.xlsx
2018,5~9세,all,제2급,A형간염,5,2018_기본통계_성별_연령별.xlsx
2018,5~9세,male,제2급,A형간염,2,2018_기본통계_성별_연령별.xlsx
2018,5~9세,female,제2급,A형간염,3,2018_기본통계_성별_연령별.xlsx
2018,10~14세,all,제2급,A형간염,6,2018_기본통계_성별_연령별.xlsx
2018,10~14세,male,제2급,A형간염,2,2018_기본통계_성별_연령별.xlsx
2018,10~14세,female,제2급,A형간염,4,2018_기본통계_성별_연령별.xlsx
2018,15~19세,all,제2급,A형간염,38,2018_기본통계_성별_연령별.xlsx
2018,15~19세,male,제2급,A형간염,19,2018_기본통계_성별_연령별.xlsx
2018,15~19세,female,제2급,A형간염,19,2018_기본통계_성별_연령별.xlsx
2018,20~24세,all,제2급,A형간염,110,2018_기본통계_성별_연령별.xlsx
2018,20~24세,male,제2급,A형간염,54,2018_기본통계_성별_연령별.xlsx
2018,20~24세,female,제2급,A형간염,56,2018_기본통계_성별_연령별.xlsx
2018,25~29세,all,제2급,A형간염,199,2018_기본통계_성별_연령별.xlsx
2018,25~29세,male,제2급,A형간염,105,2018_기본통계_성별_연령별.xlsx
2018,25~29세,female,제2급,A형간염,94,2018_기본통계_성별_연령별.xlsx
2018,30~34세,all,제2급,A형간염,308,2018_기본통계_성별_연령별.xlsx
2018,30~34세,male,제2급,A형간염,182,2018_기본통계_성별_연령별.xlsx
2018,30~34세,female,제2급,A형간염,126,2018_기본통계_성별_연령별.xlsx
2018,35~39세,all,제2급,A형간염,487,2018_기본통계_성별_연령별.xlsx
2018,35~39세,male,제2급,A형간염,277,2018_기본통계_성별_연령별.xlsx
2018,35~39세,female,제2급,A형간염,210,2018_기본통계_성별_연령별.xlsx
2018,40~44세,all,제2급,A형간염,435,2018_기본통계_성별_연령별.xlsx
2018,40~44세,male,제2급,A형간염,252,2018_기본통계_성별_연령별.xlsx
2018,40~44세,female,제2급,A형간염,183,2018_기본통계_성별_연령별.xlsx
2018,45~49세,all,제2급,A형간염,323,2018_기본통계_성별_연령별.xlsx
2018,45~49세,male,제2급,A형간염,185,2018_기본통계_성별_연령별.xlsx
2018,45~49세,female,제2급,A형간염,138,2018_기본통계_성별_연령별.xlsx
2018,50~54세,all,제2급,A형간염,160,2018_기본통계_성별_연령별.xlsx
2018,50~54세,male,제2급,A형간염,82,2018_기본통계_성별_연령별.xlsx
2018,50~54세,female,제2급,A형간염,78,2018_기본통계_성별_연령별.xlsx
2018,55~59세,all,제2급,A형간염,102,2018_기본통계_성별_연령별.xlsx
2018,55~59세,male,제2급,A형간염,56,2018_기본통계_성별_연령별.xlsx
2018,55~59세,female,제2급,A형간염,46,2018_기본통계_성별_연령별.xlsx
2018,60~64세,all,제2급,A형간염,67,2018_기본통계_성별_연령별.xlsx
2018,60~64세,male,제2급,A형간염,33,2018_기본통계_성별_연령별.xlsx
2018,60~64세,female,제2급,A형간염,34,2018_기본통계_성별_연령별.xlsx
2018,65세이상,all,제2급,A형간염,182,2018_기본통계_성별_연령별.xlsx
2018,65세이상,male,제2급,A형간염,103,2018_기본통계_성별_연령별.xlsx
2018,65세이상,female,제2급,A형간염,79,2018_기본통계_성별_연령별.xlsx
2018,연령미상,all,제2급,A형간염,0,2018_기본통계_성별_연령별.xlsx
2018,연령미상,male,제2급,A형간염,0,2018_기본통계_성별_연령별.xlsx
2018,연령미상,female,제2급,A형간염,0,2018_기본통계_성별_연령별.xlsx
2018,all,all,제2급,백일해,980,2018_기본통계_성별_연령별.xlsx
2018,all,male,제2급,백일해,480,2018_기본통계_성별_연령별.xlsx
2018,all,female,제2급,백일해,500,2018_기본통계_성별_연령별.xlsx
2018,0~4세,all,제2급,백일해,166,2018_기본통계_성별_연령별.xlsx
2018,0~4세,male,제2급,백일해,83,2018_기본통계_성별_연령별.xlsx
2018,0~4세,female,제2급,백일해,83,2018_기본통계_성별_연령별.xlsx
2018,5~9세,all,제2급,백일해,370,2018_기본통계_성별_연령별.xlsx
2018,5~9세,male,제2급,백일해,198,2018_기본통계_성별_연령별.xlsx
2018,5~9세,female,제2급,백일해,172,2018_기본통계_성별_연령별.xlsx
2018,10~14세,all,제2급,백일해,210,2018_기본통계_성별_연령별.xlsx
2018,10~14세,male,제2급,백일해,99,2018_기본통계_성별_연령별.xlsx
2018,10~14세,female,제2급,백일해,111,2018_기본통계_성별_연령별.xlsx
2018,15~19세,all,제2급,백일해,20,2018_기본통계_성별_연령별.xlsx
2018,15~19세,male,제2급,백일해,7,2018_기본통계_성별_연령별.xlsx
2018,15~19세,female,제2급,백일해,13,2018_기본통계_성별_연령별.xlsx
2018,20~24세,all,제2급,백일해,2,2018_기본통계_성별_연령별.xlsx
2018,20~24세,male,제2급,백일해,1,2018_기본통계_성별_연령별.xlsx
