year,region,sex,age_band,population
2016,전국,all,all,51112971.5
2016,전국,male,all,25527814.5
2016,전국,female,all,25585157.0
2016,서울,all,all,9811038.5
2016,서울,male,all,4818222.5
2016,서울,female,all,4992816.0
2016,부산,all,all,3467418.0
2016,부산,male,all,1710685.5
2016,부산,female,all,1756732.5
2016,대구,all,all,2466465.0
2016,대구,male,all,1224617.0
2016,대구,female,all,1241848.0
2016,인천,all,all,2905551.5
2016,인천,male,all,1456987.5
2016,인천,female,all,1448564.0
2016,광주,all,all,1461531.0
2016,광주,male,all,724095.0
2016,광주,female,all,737436.0
2016,대전,all,all,1505374.0
2016,대전,male,all,751870.0
2016,대전,female,all,753504.0
2016,울산,all,all,1166314.5
2016,울산,male,all,600516.5
2016,울산,female,all,565798.0
2016,세종,all,all,225992.0
2016,세종,male,all,113131.0
2016,세종,female,all,112861.0
2016,경기,all,all,12509483.5
2016,경기,male,all,6287016.5
2016,경기,female,all,6222467.0
2016,강원,all,all,1536275.0
2016,강원,male,all,774464.0
2016,강원,female,all,761811.0
2016,충북,all,all,1577149.0
2016,충북,male,all,795336.5
2016,충북,female,all,781812.5
2016,충남,all,all,2072713.0
2016,충남,male,all,1052056.0
2016,충남,female,all,1020657.0
2016,전북,all,all,1854771.5
2016,전북,male,all,922758.5
2016,전북,female,all,932013.0
2016,전남,all,all,1893147.0
2016,전남,male,all,946594.5
2016,전남,female,all,946552.5
2016,경북,all,all,2683477.5
2016,경북,male,all,1347875.5
2016,경북,female,all,1335602.0
2016,경남,all,all,3348251.5
2016,경남,male,all,1685946.0
2016,경남,female,all,1662305.5
2016,제주,all,all,628019.0
2016,제주,male,all,315642.0
2016,제주,female,all,312377.0
2017,전국,all,all,51230704.0
2017,전국,male,all,25576752.0
2017,전국,female,all,25653952.0
2017,서울,all,all,9724400.5
2017,서울,male,all,4767275.5
2017,서울,female,all,4957125.0
2017,부산,all,all,3445833.0
2017,부산,male,all,1697892.5
2017,부산,female,all,1747940.5
2017,대구,all,all,2460368.5
2017,대구,male,all,1220112.0
2017,대구,female,all,1240256.5
2017,인천,all,all,2916646.0
2017,인천,male,all,1461935.5
2017,인천,female,all,1454710.5
2017,광주,all,all,1457271.0
2017,광주,male,all,721903.5
2017,광주,female,all,735367.5
2017,대전,all,all,1497290.0
2017,대전,male,all,747674.5
2017,대전,female,all,749615.5
2017,울산,all,all,1162347.0
2017,울산,male,all,597958.5
2017,울산,female,all,564388.5
2017,세종,all,all,260542.0
2017,세종,male,all,130101.0
2017,세종,female,all,130441.0
2017,경기,all,all,12681347.5
2017,경기,male,all,6373767.0
2017,경기,female,all,6307580.5
2017,강원,all,all,1536689.0
2017,강원,male,all,774204.0
2017,강원,female,all,762485.0
2017,충북,all,all,1582443.5
2017,충북,male,all,798466.0
2017,충북,female,all,783977.5
2017,충남,all,all,2092354.0
2017,충남,male,all,1063069.5
2017,충남,female,all,1029284.5
2017,전북,all,all,1847460.5
2017,전북,male,all,918970.0
2017,전북,female,all,928490.5
2017,전남,all,all,1887213.0
2017,전남,male,all,944036.0
2017,전남,female,all,943177.0
2017,경북,all,all,2678112.0
2017,경북,male,all,1345875.0
2017,경북,female,all,1332237.0
2017,경남,all,all,3356330.0
2017,경남,male,all,1689301.5
2017,경남,female,all,1667028.5
2017,제주,all,all,644056.5
2017,제주,male,all,324210.0
2017,제주,female,all,319846.5
2018,전국,all,all,51300879.5
2018,전국,male,all,25601961.0
2018,전국,female,all,25698918.5
2018,서울,all,all,9642857.0
2018,서울,male,all,4717644.0
2018,서울,female,all,4925213.0
2018,부산,all,all,3418068.5
2018,부산,male,all,1681920.5
2018,부산,female,all,1736148.0
2018,대구,all,all,2449528.5
2018,대구,male,all,1213117.0
2018,대구,female,all,1236411.5
2018,인천,all,all,2922973.5
2018,인천,male,all,1464529.0
2018,인천,female,all,1458444.5
2018,광주,all,all,1452471.5
2018,광주,male,all,719214.5
2018,광주,female,all,733257.0
2018,대전,all,all,1485382.0
2018,대전,male,all,741447.0
2018,대전,female,all,743935.0
2018,울산,all,all,1154181.5
2018,울산,male,all,593085.5
2018,울산,female,all,561096.0
2018,세종,all,all,296050.5
2018,세종,male,all,147749.5
2018,세종,female,all,148301.0
2018,경기,all,all,12861428.0
2018,경기,male,all,6465667.0
2018,경기,female,all,6395761.0
2018,강원,all,all,1533013.0
2018,강원,male,all,771973.5
2018,강원,female,all,761039.5
2018,충북,all,all,1586514.5
2018,충북,male,all,801524.5
2018,충북,female,all,784990.0
2018,충남,all,all,2107223.5
2018,충남,male,all,1071777.0
2018,충남,female,all,1035446.5
2018,전북,all,all,1833762.0
2018,전북,male,all,912050.5
2018,전북,female,all,921711.5
2018,전남,all,all,1877082.0
2018,전남,male,all,939784.0
2018,전남,female,all,937298.0
2018,경북,all,all,2666723.0
2018,경북,male,all,1341004.0
2018,경북,female,all,1325719.0
2018,경남,all,all,3356947.0
2018,경남,male,all,1688757.5
2018,경남,female,all,1668189.5
2018,제주,all,all,656673.5
2018,제주,male,all,330716.0
2018,제주,female,all,325957.5
2019,전국,all,all,51337423.5
2019,전국,male,all,25609342.0
2019,전국,female,all,25728081.5
2019,서울,all,all,9578974.5
2019,서울,male,all,4675763.5
2019,서울,female,all,4903211.0
2019,부산,all,all,3390159.5
2019,부산,male,all,1665339.0
2019,부산,female,all,1724820.5
2019,대구,all,all,2431140.0
2019,대구,male,all,1202083.0
2019,대구,female,all,1229057.0
2019,인천,all,all,2927320.0
2019,인천,male,all,1466082.5
2019,인천,female,all,1461237.5
2019,광주,all,all,1448843.0
2019,광주,male,all,716948.5
2019,광주,female,all,731894.5
2019,대전,all,all,1471769.5
2019,대전,male,all,734332.0
2019,대전,female,all,737437.5
2019,울산,all,all,1145705.0
2019,울산,male,all,588267.0
2019,울산,female,all,557438.0
2019,세종,all,all,326244.5
2019,세종,male,all,162777.0
2019,세종,female,all,163467.5
2019,경기,all,all,13043732.0
2019,경기,male,all,6558350.5
2019,경기,female,all,6485381.5
2019,강원,all,all,1528655.5
2019,강원,male,all,769333.0
2019,강원,female,all,759322.5
2019,충북,all,all,1589354.5
2019,충북,male,all,804233.0
2019,충북,female,all,785121.5
2019,충남,all,all,2110584.0
2019,충남,male,all,1074573.0
2019,충남,female,all,1036011.0
2019,전북,all,all,1816000.5
2019,전북,male,all,903021.5
2019,전북,female,all,912979.0
2019,전남,all,all,1863279.0
2019,전남,male,all,934491.0
2019,전남,female,all,928788.0
2019,경북,all,all,2653915.5
2019,경북,male,all,1335585.0
2019,경북,female,all,1318330.5
2019,경남,all,all,3348258.0
2019,경남,male,all,1684273.0
2019,경남,female,all,1663985.0
2019,제주,all,all,663488.5
2019,제주,male,all,333889.5
2019,제주,female,all,329599.0
2020,전국,all,all,51349259.0
2020,전국,male,all,25606080.5
2020,전국,female,all,25743178.5
2020,서울,all,all,9533412.0
2020,서울,male,all,4642652.5
2020,서울,female,all,4890759.5
2020,부산,all,all,3366576.5
2020,부산,male,all,1650572.5
2020,부산,female,all,1716004.0
2020,대구,all,all,2410205.5
2020,대구,male,all,1189580.5
2020,대구,female,all,1220625.0
2020,인천,all,all,2922121.0
2020,인천,male,all,1462783.5
2020,인천,female,all,1459337.5
2020,광주,all,all,1444467.0
2020,광주,male,all,714506.5
2020,광주,female,all,729960.5
2020,대전,all,all,1459158.5
2020,대전,male,all,727837.0
2020,대전,female,all,731321.5
2020,울산,all,all,1136113.5
2020,울산,male,all,583349.5
2020,울산,female,all,552764.0
2020,세종,all,all,347069.5
2020,세종,male,all,173130.0
2020,세종,female,all,173939.5
2020,경기,all,all,13220207.0
2020,경기,male,all,6648603.0
2020,경기,female,all,6571604.0
2020,강원,all,all,1528690.0
2020,강원,male,all,769482.5
2020,강원,female,all,759207.5
2020,충북,all,all,1590372.0
2020,충북,male,all,805701.5
2020,충북,female,all,784670.5
2020,충남,all,all,2108087.5
2020,충남,male,all,1075014.5
2020,충남,female,all,1033073.0
2020,전북,all,all,1799898.5
2020,전북,male,all,895002.0
2020,전북,female,all,904896.5
2020,전남,all,all,1847811.0
2020,전남,male,all,928467.5
2020,전남,female,all,919343.5
2020,경북,all,all,2635767.0
2020,경북,male,all,1327268.0
2020,경북,female,all,1308499.0
2020,경남,all,all,3332034.0
2020,경남,male,all,1676754.5
2020,경남,female,all,1655279.5
2020,제주,all,all,667268.5
2020,제주,male,all,335375.0
2020,제주,female,all,331893.5
2021,전국,all,all,51333252.5
2021,전국,male,all,25589102.0
2021,전국,female,all,25744150.5
2021,서울,all,all,9453878.0
2021,서울,male,all,4593754.0
2021,서울,female,all,4860124.0
2021,부산,all,all,3343353.0
2021,부산,male,all,1636288.0
2021,부산,female,all,1707065.0
2021,대구,all,all,2387449.5
2021,대구,male,all,1176548.5
2021,대구,female,all,1210901.0
2021,인천,all,all,2921874.5
2021,인천,male,all,1462112.5
2021,인천,female,all,1459762.0
2021,광주,all,all,1438867.5
2021,광주,male,all,711441.0
2021,광주,female,all,727426.5
2021,대전,all,all,1449628.0
2021,대전,male,all,722810.0
2021,대전,female,all,726818.0
2021,울산,all,all,1124040.5
2021,울산,male,all,577173.5
2021,울산,female,all,546867.0
2021,세종,all,all,362921.5
2021,세종,male,all,181134.5
2021,세종,female,all,181787.0
2021,경기,all,all,13398945.0
2021,경기,male,all,6740110.0
2021,경기,female,all,6658835.0
2021,강원,all,all,1530536.5
2021,강원,male,all,770403.0
2021,강원,female,all,760133.5
2021,충북,all,all,1591246.0
2021,충북,male,all,806851.5
2021,충북,female,all,784394.5
2021,충남,all,all,2109102.0
2021,충남,male,all,1077094.0
2021,충남,female,all,1032008.0
2021,전북,all,all,1786321.5
2021,전북,male,all,888453.0
2021,전북,female,all,897868.5
2021,전남,all,all,1833020.5
2021,전남,male,all,922030.0
2021,전남,female,all,910990.5
2021,경북,all,all,2619827.5
2021,경북,male,all,1319711.5
2021,경북,female,all,1300116.0
2021,경남,all,all,3311248.5
2021,경남,male,all,1666507.5
2021,경남,female,all,1644741.0
2021,제주,all,all,670992.5
2021,제주,male,all,336679.5
2021,제주,female,all,334313.0
2022,전국,all,all,51259149.5
2022,전국,male,all,25540042.0
2022,전국,female,all,25719107.5
2022,서울,all,all,9378610.0
2022,서울,male,all,4548059.0
2022,서울,female,all,4830551.0
2022,부산,all,all,3316707.0
2022,부산,male,all,1620242.5
2022,부산,female,all,1696464.5
2022,대구,all,all,2364488.0
2022,대구,male,all,1163406.0
2022,대구,female,all,1201082.0
2022,인천,all,all,2939962.0
2022,인천,male,all,1470558.5
2022,인천,female,all,1469403.5
2022,광주,all,all,1431266.5
2022,광주,male,all,707120.5
2022,광주,female,all,724146.0
2022,대전,all,all,1442984.5
2022,대전,male,all,719193.0
2022,대전,female,all,723791.5
2022,울산,all,all,1112600.0
2022,울산,male,all,571064.0
2022,울산,female,all,541536.0
2022,세종,all,all,376991.0
2022,세종,male,all,188121.0
2022,세종,female,all,188870.0
2022,경기,all,all,13503168.5
2022,경기,male,all,6792731.0
2022,경기,female,all,6710437.5
2022,강원,all,all,1531310.5
2022,강원,male,all,770267.0
2022,강원,female,all,761043.5
2022,충북,all,all,1591003.5
2022,충북,male,all,807617.0
2022,충북,female,all,783386.5
2022,충남,all,all,2113857.5
2022,충남,male,all,1080606.5
2022,충남,female,all,1033251.0
2022,전북,all,all,1772150.5
2022,전북,male,all,881500.0
2022,전북,female,all,890650.5
2022,전남,all,all,1820069.0
2022,전남,male,all,915866.0
2022,전남,female,all,904203.0
2022,경북,all,all,2604744.5
2022,경북,male,all,1312784.5
2022,경북,female,all,1291960.0
2022,경남,all,all,3285522.5
2022,경남,male,all,1653379.5
2022,경남,female,all,1632143.0
2022,제주,all,all,673714.0
2022,제주,male,all,337526.0
2022,제주,female,all,336188.0
2023,전국,all,all,51145884.5
2023,전국,male,all,25469181.0
2023,전국,female,all,25676703.5
2023,서울,all,all,9334933.5
2023,서울,male,all,4517716.5
2023,서울,female,all,4817217.0
2023,부산,all,all,3291326.0
2023,부산,male,all,1604893.0
2023,부산,female,all,1686433.0
2023,대구,all,all,2372562.0
2023,대구,male,all,1165738.5
2023,대구,female,all,1206823.5
2023,인천,all,all,2966979.0
2023,인천,male,all,1483001.5
2023,인천,female,all,1483977.5
2023,광주,all,all,1420562.0
2023,광주,male,all,701187.5
2023,광주,female,all,719374.5
2023,대전,all,all,1438846.0
2023,대전,male,all,716965.5
2023,대전,female,all,721880.5
2023,울산,all,all,1103825.0
2023,울산,male,all,566569.5
2023,울산,female,all,537255.5
2023,세종,all,all,384276.5
2023,세종,male,all,191515.0
2023,세종,female,all,192761.5
2023,경기,all,all,13545542.5
2023,경기,male,all,6811447.0
2023,경기,female,all,6734095.5
2023,강원,all,all,1526763.0
2023,강원,male,all,767650.0
2023,강원,female,all,759113.0
2023,충북,all,all,1589702.0
2023,충북,male,all,807811.0
2023,충북,female,all,781891.0
2023,충남,all,all,2119950.5
2023,충남,male,all,1084955.5
2023,충남,female,all,1034995.0
2023,전북,all,all,1757041.0
2023,전북,male,all,874075.5
2023,전북,female,all,882965.5
2023,전남,all,all,1806802.0
2023,전남,male,all,909893.0
2023,전남,female,all,896909.0
2023,경북,all,all,2558213.5
2023,경북,male,all,1290582.0
2023,경북,female,all,1267631.5
2023,경남,all,all,3255461.0
2023,경남,male,all,1638272.5
2023,경남,female,all,1617188.5
2023,제주,all,all,673099.0
2023,제주,male,all,336907.5
2023,제주,female,all,336191.5
2016,전국,all,0~4세,2234921.5
2016,전국,male,0~4세,1146059.0
2016,전국,female,0~4세,1088862.5
2016,서울,all,0~4세,385053.0
2016,서울,male,0~4세,197416.0
2016,서울,female,0~4세,187637.0
2016,부산,all,0~4세,133488.5
2016,부산,male,0~4세,68674.0
2016,부산,female,0~4세,64814.5
2016,대구,all,0~4세,100244.5
2016,대구,male,0~4세,51302.0
2016,대구,female,0~4세,48942.5
2016,인천,all,0~4세,132579.5
2016,인천,male,0~4세,67995.5
2016,인천,female,0~4세,64584.0
2016,광주,all,0~4세,66677.0
2016,광주,male,0~4세,34320.0
2016,광주,female,0~4세,32357.0
2016,대전,all,0~4세,69523.0
2016,대전,male,0~4세,35764.5
2016,대전,female,0~4세,33758.5
2016,울산,all,0~4세,58238.0
2016,울산,male,0~4세,29897.5
2016,울산,female,0~4세,28340.5
2016,세종,all,0~4세,15883.5
2016,세종,male,0~4세,8161.5
2016,세종,female,0~4세,7722.0
2016,경기,all,0~4세,603366.5
2016,경기,male,0~4세,308885.0
2016,경기,female,0~4세,294481.5
2016,강원,all,0~4세,57339.5
2016,강원,male,0~4세,29224.0
2016,강원,female,0~4세,28115.5
2016,충북,all,0~4세,68963.0
2016,충북,male,0~4세,35138.0
2016,충북,female,0~4세,33825.0
2016,충남,all,0~4세,96099.0
2016,충남,male,0~4세,49238.0
2016,충남,female,0~4세,46861.0
2016,전북,all,0~4세,74744.0
2016,전북,male,0~4세,38482.0
2016,전북,female,0~4세,36262.0
2016,전남,all,0~4세,76689.0
2016,전남,male,0~4세,39025.0
2016,전남,female,0~4세,37664.0
2016,경북,all,0~4세,111504.0
2016,경북,male,0~4세,57603.5
2016,경북,female,0~4세,53900.5
2016,경남,all,0~4세,154160.0
2016,경남,male,0~4세,79343.5
2016,경남,female,0~4세,74816.5
2016,제주,all,0~4세,30369.5
2016,제주,male,0~4세,15589.0
2016,제주,female,0~4세,14780.5
2017,전국,all,0~4세,2141131.5
2017,전국,male,0~4세,1097772.5
2017,전국,female,0~4세,1043359.0
2017,서울,all,0~4세,363251.5
2017,서울,male,0~4세,186130.0
2017,서울,female,0~4세,177121.5
2017,부산,all,0~4세,127880.5
2017,부산,male,0~4세,65795.5
2017,부산,female,0~4세,62085.0
2017,대구,all,0~4세,96468.0
2017,대구,male,0~4세,49315.5
2017,대구,female,0~4세,47152.5
2017,인천,all,0~4세,126077.5
2017,인천,male,0~4세,64546.0
2017,인천,female,0~4세,61531.5
2017,광주,all,0~4세,63310.0
2017,광주,male,0~4세,32505.5
2017,광주,female,0~4세,30804.5
2017,대전,all,0~4세,65696.5
2017,대전,male,0~4세,33847.0
2017,대전,female,0~4세,31849.5
2017,울산,all,0~4세,55806.5
2017,울산,male,0~4세,28664.5
2017,울산,female,0~4세,27142.0
2017,세종,all,0~4세,18133.5
2017,세종,male,0~4세,9299.5
2017,세종,female,0~4세,8834.0
2017,경기,all,0~4세,583927.5
2017,경기,male,0~4세,299106.0
2017,경기,female,0~4세,284821.5
2017,강원,all,0~4세,54425.0
2017,강원,male,0~4세,27759.5
2017,강원,female,0~4세,26665.5
2017,충북,all,0~4세,66119.0
2017,충북,male,0~4세,33703.0
2017,충북,female,0~4세,32416.0
2017,충남,all,0~4세,92979.5
2017,충남,male,0~4세,47473.5
2017,충남,female,0~4세,45506.0
2017,전북,all,0~4세,70466.5
2017,전북,male,0~4세,36262.5
2017,전북,female,0~4세,34204.0
2017,전남,all,0~4세,72744.5
2017,전남,male,0~4세,37171.0
2017,전남,female,0~4세,35573.5
2017,경북,all,0~4세,106550.0
2017,경북,male,0~4세,55014.5
2017,경북,female,0~4세,51535.5
2017,경남,all,0~4세,147351.0
2017,경남,male,0~4세,75799.0
2017,경남,female,0~4세,71552.0
2017,제주,all,0~4세,29944.5
2017,제주,male,0~4세,15380.0
2017,제주,female,0~4세,14564.5
2018,전국,all,0~4세,2026168.5
2018,전국,male,0~4세,1039018.0
2018,전국,female,0~4세,987150.5
2018,서울,all,0~4세,337202.0
2018,서울,male,0~4세,172832.0
2018,서울,female,0~4세,164370.0
2018,부산,all,0~4세,120411.0
2018,부산,male,0~4세,61940.0
2018,부산,female,0~4세,58471.0
2018,대구,all,0~4세,91422.5
2018,대구,male,0~4세,46749.5
2018,대구,female,0~4세,44673.0
2018,인천,all,0~4세,118590.5
2018,인천,male,0~4세,60713.0
2018,인천,female,0~4세,57877.5
2018,광주,all,0~4세,59612.5
2018,광주,male,0~4세,30635.5
2018,광주,female,0~4세,28977.0
2018,대전,all,0~4세,60930.0
2018,대전,male,0~4세,31410.0
2018,대전,female,0~4세,29520.0
2018,울산,all,0~4세,52296.0
2018,울산,male,0~4세,26917.5
2018,울산,female,0~4세,25378.5
2018,세종,all,0~4세,20121.0
2018,세종,male,0~4세,10322.5
2018,세종,female,0~4세,9798.5
2018,경기,all,0~4세,561785.0
2018,경기,male,0~4세,287877.0
2018,경기,female,0~4세,273908.0
2018,강원,all,0~4세,51315.0
2018,강원,male,0~4세,26239.0
2018,강원,female,0~4세,25076.0
2018,충북,all,0~4세,62806.0
2018,충북,male,0~4세,31991.0
2018,충북,female,0~4세,30815.0
2018,충남,all,0~4세,88771.5
2018,충남,male,0~4세,45286.0
2018,충남,female,0~4세,43485.5
2018,전북,all,0~4세,65425.5
2018,전북,male,0~4세,33584.5
2018,전북,female,0~4세,31841.0
2018,전남,all,0~4세,67857.5
2018,전남,male,0~4세,34729.5
2018,전남,female,0~4세,33128.0
2018,경북,all,0~4세,99773.5
2018,경북,male,0~4세,51464.0
2018,경북,female,0~4세,48309.5
2018,경남,all,0~4세,138779.5
2018,경남,male,0~4세,71343.0
2018,경남,female,0~4세,67436.5
2018,제주,all,0~4세,29069.5
2018,제주,male,0~4세,14984.0
2018,제주,female,0~4세,14085.5
2019,전국,all,0~4세,1909182.5
2019,전국,male,0~4세,979211.0
2019,전국,female,0~4세,929971.5
2019,서울,all,0~4세,312470.0
2019,서울,male,0~4세,160521.0
2019,서울,female,0~4세,151949.0
2019,부산,all,0~4세,112506.0
2019,부산,male,0~4세,57790.5
2019,부산,female,0~4세,54715.5
2019,대구,all,0~4세,85938.5
2019,대구,male,0~4세,44030.5
2019,대구,female,0~4세,41908.0
2019,인천,all,0~4세,111433.0
2019,인천,male,0~4세,57136.5
2019,인천,female,0~4세,54296.5
2019,광주,all,0~4세,55942.5
2019,광주,male,0~4세,28741.0
2019,광주,female,0~4세,27201.5
2019,대전,all,0~4세,56040.0
2019,대전,male,0~4세,28837.5
2019,대전,female,0~4세,27202.5
2019,울산,all,0~4세,48525.0
2019,울산,male,0~4세,24989.0
2019,울산,female,0~4세,23536.0
2019,세종,all,0~4세,21505.5
2019,세종,male,0~4세,11000.0
2019,세종,female,0~4세,10505.5
2019,경기,all,0~4세,539329.0
2019,경기,male,0~4세,276412.5
2019,경기,female,0~4세,262916.5
2019,강원,all,0~4세,48934.5
2019,강원,male,0~4세,25001.0
2019,강원,female,0~4세,23933.5
2019,충북,all,0~4세,59464.5
2019,충북,male,0~4세,30378.0
2019,충북,female,0~4세,29086.5
2019,충남,all,0~4세,83596.5
2019,충남,male,0~4세,42654.0
2019,충남,female,0~4세,40942.5
2019,전북,all,0~4세,60271.5
2019,전북,male,0~4세,30849.5
2019,전북,female,0~4세,29422.0
2019,전남,all,0~4세,63395.5
2019,전남,male,0~4세,32441.5
2019,전남,female,0~4세,30954.0
2019,경북,all,0~4세,92931.0
2019,경북,male,0~4세,47825.0
2019,경북,female,0~4세,45106.0
2019,경남,all,0~4세,128975.0
2019,경남,male,0~4세,66197.0
2019,경남,female,0~4세,62778.0
2019,제주,all,0~4세,27924.5
2019,제주,male,0~4세,14406.5
2019,제주,female,0~4세,13518.0
2020,전국,all,0~4세,1760637.5
2020,전국,male,0~4세,903178.0
2020,전국,female,0~4세,857459.5
2020,서울,all,0~4세,285507.0
2020,서울,male,0~4세,146911.5
2020,서울,female,0~4세,138595.5
2020,부산,all,0~4세,102646.5
2020,부산,male,0~4세,52603.5
2020,부산,female,0~4세,50043.0
2020,대구,all,0~4세,78490.0
2020,대구,male,0~4세,40286.5
2020,대구,female,0~4세,38203.5
2020,인천,all,0~4세,101910.5
2020,인천,male,0~4세,52354.0
2020,인천,female,0~4세,49556.5
2020,광주,all,0~4세,51345.5
2020,광주,male,0~4세,26275.0
2020,광주,female,0~4세,25070.5
2020,대전,all,0~4세,50545.5
2020,대전,male,0~4세,25940.5
2020,대전,female,0~4세,24605.0
2020,울산,all,0~4세,43917.5
2020,울산,male,0~4세,22569.5
2020,울산,female,0~4세,21348.0
2020,세종,all,0~4세,21445.0
2020,세종,male,0~4세,10925.0
2020,세종,female,0~4세,10520.0
2020,경기,all,0~4세,505851.0
2020,경기,male,0~4세,259369.5
2020,경기,female,0~4세,246481.5
2020,강원,all,0~4세,46540.5
2020,강원,male,0~4세,23813.0
2020,강원,female,0~4세,22727.5
2020,충북,all,0~4세,55147.0
2020,충북,male,0~4세,28310.5
2020,충북,female,0~4세,26836.5
2020,충남,all,0~4세,76815.5
2020,충남,male,0~4세,39278.0
2020,충남,female,0~4세,37537.5
2020,전북,all,0~4세,54511.0
2020,전북,male,0~4세,27843.5
2020,전북,female,0~4세,26667.5
2020,전남,all,0~4세,58641.0
2020,전남,male,0~4세,30004.5
2020,전남,female,0~4세,28636.5
2020,경북,all,0~4세,84712.5
2020,경북,male,0~4세,43498.0
2020,경북,female,0~4세,41214.5
2020,경남,all,0~4세,116516.0
2020,경남,male,0~4세,59770.5
2020,경남,female,0~4세,56745.5
2020,제주,all,0~4세,26095.5
2020,제주,male,0~4세,13425.0
2020,제주,female,0~4세,12670.5
2021,전국,all,0~4세,1603407.5
2021,전국,male,0~4세,822670.5
2021,전국,female,0~4세,780737.0
2021,서울,all,0~4세,257416.5
2021,서울,male,0~4세,132592.5
2021,서울,female,0~4세,124824.0
2021,부산,all,0~4세,92557.5
2021,부산,male,0~4세,47435.0
2021,부산,female,0~4세,45122.5
2021,대구,all,0~4세,70270.0
2021,대구,male,0~4세,36087.0
2021,대구,female,0~4세,34183.0
2021,인천,all,0~4세,92515.0
2021,인천,male,0~4세,47615.0
2021,인천,female,0~4세,44900.0
2021,광주,all,0~4세,47056.5
2021,광주,male,0~4세,24026.5
2021,광주,female,0~4세,23030.0
2021,대전,all,0~4세,45572.5
2021,대전,male,0~4세,23395.5
2021,대전,female,0~4세,22177.0
2021,울산,all,0~4세,38921.5
2021,울산,male,0~4세,19952.5
2021,울산,female,0~4세,18969.0
2021,세종,all,0~4세,20446.0
2021,세종,male,0~4세,10391.5
2021,세종,female,0~4세,10054.5
2021,경기,all,0~4세,469071.5
2021,경기,male,0~4세,240377.5
2021,경기,female,0~4세,228694.0
2021,강원,all,0~4세,43784.5
2021,강원,male,0~4세,22424.5
2021,강원,female,0~4세,21360.0
2021,충북,all,0~4세,50510.0
2021,충북,male,0~4세,25932.0
2021,충북,female,0~4세,24578.0
2021,충남,all,0~4세,69721.0
2021,충남,male,0~4세,35709.5
2021,충남,female,0~4세,34011.5
2021,전북,all,0~4세,48866.0
2021,전북,male,0~4세,24966.5
2021,전북,female,0~4세,23899.5
2021,전남,all,0~4세,53289.5
2021,전남,male,0~4세,27243.5
2021,전남,female,0~4세,26046.0
2021,경북,all,0~4세,76085.5
2021,경북,male,0~4세,39068.5
2021,경북,female,0~4세,37017.0
2021,경남,all,0~4세,103296.5
2021,경남,male,0~4세,53108.0
2021,경남,female,0~4세,50188.5
2021,제주,all,0~4세,24027.5
2021,제주,male,0~4세,12345.0
2021,제주,female,0~4세,11682.5
2022,전국,all,0~4세,1478729.0
2022,전국,male,0~4세,758337.0
2022,전국,female,0~4세,720392.0
2022,서울,all,0~4세,236014.5
2022,서울,male,0~4세,121760.0
2022,서울,female,0~4세,114254.5
2022,부산,all,0~4세,84512.5
2022,부산,male,0~4세,43333.0
2022,부산,female,0~4세,41179.5
2022,대구,all,0~4세,63782.5
2022,대구,male,0~4세,32763.5
2022,대구,female,0~4세,31019.0
2022,인천,all,0~4세,87130.0
2022,인천,male,0~4세,44807.5
2022,인천,female,0~4세,42322.5
2022,광주,all,0~4세,43921.0
2022,광주,male,0~4세,22427.0
2022,광주,female,0~4세,21494.0
2022,대전,all,0~4세,42537.5
2022,대전,male,0~4세,21851.0
2022,대전,female,0~4세,20686.5
2022,울산,all,0~4세,34736.0
2022,울산,male,0~4세,17755.0
2022,울산,female,0~4세,16981.0
2022,세종,all,0~4세,19479.0
2022,세종,male,0~4세,9869.0
2022,세종,female,0~4세,9610.0
2022,경기,all,0~4세,438853.0
2022,경기,male,0~4세,224616.0
2022,경기,female,0~4세,214237.0
2022,강원,all,0~4세,41560.0
2022,강원,male,0~4세,21226.5
2022,강원,female,0~4세,20333.5
2022,충북,all,0~4세,46316.0
2022,충북,male,0~4세,23771.5
2022,충북,female,0~4세,22544.5
2022,충남,all,0~4세,63838.5
2022,충남,male,0~4세,32716.0
2022,충남,female,0~4세,31122.5
2022,전북,all,0~4세,44223.0
2022,전북,male,0~4세,22507.5
2022,전북,female,0~4세,21715.5
2022,전남,all,0~4세,48581.0
2022,전남,male,0~4세,24784.5
2022,전남,female,0~4세,23796.5
2022,경북,all,0~4세,68975.5
2022,경북,male,0~4세,35438.5
2022,경북,female,0~4세,33537.0
2022,경남,all,0~4세,92016.0
2022,경남,male,0~4세,47267.5
2022,경남,female,0~4세,44748.5
2022,제주,all,0~4세,22253.0
2022,제주,male,0~4세,11443.0
2022,제주,female,0~4세,10810.0
2023,전국,all,0~4세,1380804.5
2023,전국,male,0~4세,707453.0
2023,전국,female,0~4세,673351.5
2023,서울,all,0~4세,220265.5
2023,서울,male,0~4세,113547.0
2023,서울,female,0~4세,106718.5
2023,부산,all,0~4세,78305.5
2023,부산,male,0~4세,40143.5
2023,부산,female,0~4세,38162.0
2023,대구,all,0~4세,59547.0
2023,대구,male,0~4세,30619.5
2023,대구,female,0~4세,28927.5
2023,인천,all,0~4세,84134.0
2023,인천,male,0~4세,43169.5
2023,인천,female,0~4세,40964.5
2023,광주,all,0~4세,40702.5
2023,광주,male,0~4세,20730.5
2023,광주,female,0~4세,19972.0
2023,대전,all,0~4세,40665.0
2023,대전,male,0~4세,20904.0
2023,대전,female,0~4세,19761.0
2023,울산,all,0~4세,31542.0
2023,울산,male,0~4세,16048.5
